,Gsc,Gt_NOCT,Ta_NOCT,Tc_NOCT,Tc_STC,UL,YPV,ap,beta,eta_c,fpv,ganma,lam,phi,rho_g,tau_a,total_cost,Op_year,cost
0,1.367,80.0,20.0,44.0,25.0,3.0,0.245,-0.0025800000000000003,50.0,90.194,0.8,15.0,130.25,33.349000000000004,0.2,0.9,199165.0,15.0,1.5157153729071537
