,Gsc,Gt_NOCT,Ta_NOCT,Tc_NOCT,Tc_STC,UL,YPV,ap,beta,eta_c,fpv,ganma,lam,phi,rho_g,tau_a,total_cost,Op_year
0,1.367,80,20,44,25,3,0.245,-0.00258,50,90.194,0.8,15,130.25,33.349,0.2,0.9,199165,15
