Date,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),THERMAL ZONE: CB1:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: CB2:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: LD:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: MB:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: LD IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: LD IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),THERMAL ZONE: MB IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: MB IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),THERMAL ZONE: CB1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: CB1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),THERMAL ZONE: CB2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: CB2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly)
 10/08  15:00:00,18.00833333,25.85484919,25.09307652,27.86464549,26.74035534,0,0,0,0,0,0,0,0,349200,0
 10/08  16:00:00,18.94166667,26.36723262,25.40707688,28.02254922,27.34988352,0,0,0,0,0,0,0,0,349200,0
 10/08  17:00:00,19.16666667,26.52597838,25.4808875,27.99425234,27.46407103,0,0,0,0,0,0,0,0,453240,104040
 10/08  18:00:00,18.88333333,26.34867832,25.30535295,27.9560627,27.17611267,0,0,0,0,0,0,0,0,1086480,208080
 10/08  19:00:00,18.74166667,26.01949915,25.05992153,25.94563662,26.72444557,0,2450605.236,0,0,0,0,0,0,1118520,240120
 10/08  20:00:00,18.05833333,25.65183996,24.82422539,26,26.23885388,0,1547258.411,0,0,0,0,0,0,6580440,104040
 10/08  21:00:00,18.35833333,25.98140987,25.03900895,26,25.84311016,0,1294773.53,0,0,0,128762.6951,0,0,1190520,312120
 10/08  22:00:00,18.95833333,25.97122485,24.98925783,26,25.7900976,0,999183.5052,0,0,0,11291.12516,0,0,1294560,416160
 10/08  23:00:00,17.89166667,25.81296257,24.8634407,25.40436583,25.98380623,0,0,0,73252.4945,0,0,0,0,557280,208080
 10/08  24:00:00,16.80833333,25.31678046,24.23952356,24.78180973,25.88603859,0,0,0,0,0,0,0,0,687600,0
 10/09  01:00:00,16.19166667,25.00414996,23.9084548,24.36558959,25.62811004,0,0,0,0,0,0,0,0,349200,0
 10/09  02:00:00,15.49166667,24.68569351,23.57842524,23.96938283,25.31567637,0,0,0,0,0,0,0,0,349200,0
 10/09  03:00:00,15.025,24.34934778,23.22804338,23.57822064,24.96894839,0,0,0,0,0,0,0,0,349200,0
 10/09  04:00:00,14.95833333,24.01147987,22.87810935,23.20868075,24.61249282,0,0,0,0,0,0,0,0,349200,0
 10/09  05:00:00,15.05833333,23.69549638,22.55044189,22.87845314,24.27729301,0,0,0,0,0,0,0,0,349200,0
 10/09  06:00:00,14.69166667,23.3930934,22.23124295,22.55623348,23.95974259,0,0,0,0,0,0,0,0,349200,0
 10/09  07:00:00,14.575,23.18976618,22.03908937,22.53376934,22.78419968,0,0,0,0,0,0,0,0,453240,104040
 10/09  08:00:00,16.33333333,23.24876706,22.77005809,24.00673027,22.80639984,0,0,0,0,0,0,0,0,1064520,186120
 10/09  09:00:00,18.60833333,24.97466323,24.47684651,25.55821753,23.98012121,0,0,0,0,0,0,0,0,921240,104040
 10/09  10:00:00,19.925,27.71082206,26.37621695,28.52076578,26.28538477,0,0,0,0,0,0,0,0,349200,0
 10/09  11:00:00,20.70833333,30.48542908,27.74988883,32.23014959,29.18145189,0,0,0,0,0,0,0,0,349200,0
 10/09  12:00:00,21.23333333,33.00364546,28.65175072,35.90393153,32.27872803,0,0,0,0,0,0,0,0,349200,0
 10/09  13:00:00,21.34166667,35.38689648,29.52004247,39.40767188,35.33292244,0,0,0,0,0,0,0,0,453240,104040
 10/09  14:00:00,21.24166667,37.58218044,30.51907682,42.62681593,38.35697054,0,0,0,0,0,0,0,0,453240,104040
 10/09  15:00:00,21.025,39.31626852,31.48553226,45.15348618,39.98119008,0,0,0,1345725.42,0,0,0,0,349200,0
 10/09  16:00:00,20.725,39.99999327,32.36188508,46.83112663,40,0,0,0,2663686.972,0,315483.6639,0,0,349200,0
 10/09  17:00:00,20.25,40,32.91878103,46.70424034,40,0,0,0,2232728.182,0,288128.6268,0,0,453240,104040
 10/09  18:00:00,19.76666667,39.73573932,33.08936495,44.86063305,40,0,0,0,1179604.095,0,8799.620417,0,0,1086480,208080
 10/09  19:00:00,19.13333333,38.78313261,33.01141689,26.10164878,39.83291374,0,21661924.66,0,194863.8945,0,0,0,0,1118520,240120
 10/09  20:00:00,18.275,37.553608,32.78616846,26.00000004,38.02724172,0,7284804.387,0,0,0,0,0,0,6580440,104040
 10/09  21:00:00,17.84166667,26.05512993,26.00505497,26,35.79193891,0,5343584.918,0,0,0,6823136.029,6.85E-08,2569596.645,1190520,312120
 10/09  22:00:00,16.98333333,26,26,26,26.00532602,0,3951869.12,0,5562362.506,0,3227945.588,4.35E-08,1477531.899,1294560,416160
 10/09  23:00:00,16.16666667,26,26,28.22682385,26,0,0,0,3004884.316,0,1901834.995,2.02E-08,984614.47,557280,208080
 10/09  24:00:00,15.76666667,28.09427045,27.62778419,28.46554692,28.43286593,0,0,0,0,0,0,0,0,687600,0
 10/10  01:00:00,15.25,28.16137302,27.68754554,27.94266681,28.63870535,0,0,0,0,0,0,0,0,349200,0
 10/10  02:00:00,14.59166667,27.80134873,27.35348426,27.37260257,28.25728827,0,0,0,0,0,0,0,0,349200,0
 10/10  03:00:00,14.3,27.3673774,26.91515123,26.82377201,27.80657857,0,0,0,0,0,0,0,0,349200,0
 10/10  04:00:00,14.24166667,26.91507555,26.4396489,26.30217498,27.34220133,0,0,0,0,0,0,0,0,349200,0
 10/10  05:00:00,13.85,26.45509223,25.9382813,25.78161076,26.87117476,0,0,0,0,0,0,0,0,349200,0
 10/10  06:00:00,13.48333333,25.98926182,25.41962323,25.25780004,26.39355025,0,0,0,0,0,0,0,0,349200,0
 10/10  07:00:00,14.15833333,25.64315875,25.05364741,25.06427779,25.21808475,0,0,0,0,0,0,0,0,453240,104040
 10/10  08:00:00,15.51666667,25.7402904,25.67595028,26.39687515,25.16690443,0,0,0,0,0,0,0,0,1064520,186120
 10/10  09:00:00,16.91666667,27.35088197,27.16254618,27.71187245,26.18419236,0,0,0,0,0,0,0,0,921240,104040
 10/10  10:00:00,18.60833333,29.87004896,28.84321337,30.28080631,28.26794352,0,0,0,0,0,0,0,0,349200,0
 10/10  11:00:00,20.15833333,32.62210241,30.15861454,34.03761052,31.12508644,0,0,0,0,0,0,0,0,349200,0
 10/10  12:00:00,20.875,35.04916289,31.0156871,37.53900897,34.11156017,0,0,0,0,0,0,0,0,349200,0
 10/10  13:00:00,21.35,37.23602711,31.92749381,40.49714829,36.90256606,0,0,0,0,0,0,0,0,453240,104040
 10/10  14:00:00,21.65833333,39.03506706,33.04892167,42.63440215,39.31887117,0,0,0,43464.78338,0,0,0,0,453240,104040
 10/10  15:00:00,21.58333333,39.927656,33.95605432,43.02510393,39.9999999,0,0,0,855077.8151,0,53118.61054,0,0,349200,0
 10/10  16:00:00,21.20833333,40,34.51834671,42.53499503,40,0,0,0,990732.8728,0,117777.0229,0,0,349200,0
 10/10  17:00:00,21,39.76425884,34.69961261,41.67670119,40,0,0,0,517429.5561,0,0,0,0,453240,104040
 10/10  18:00:00,20.41666667,38.95264969,34.47668608,40.64563855,39.70760093,0,0,0,17279.95637,0,0,0,0,1086480,208080
 10/10  19:00:00,19.76666667,37.90378325,34.05310555,25.98962689,38.4894611,0,15643276.84,0,0,0,0,0,0,1118520,240120
 10/10  20:00:00,19.25,36.73586823,33.60049113,26,36.63135057,0,6148136.573,0,0,0,0,0,0,6580440,104040
 10/10  21:00:00,18.825,26.04163499,26.01009605,26,34.73924475,0,4737130.907,0,0,0,6916321.898,6.29E-08,2899231.461,1190520,312120
 10/10  22:00:00,18.525,26,26,26,25.99157864,0,3628632.046,0,5936879.386,0,3039221.581,2.26E-08,1673614.233,1294560,416160
 10/10  23:00:00,18.10833333,26,26,28.09676962,26,0,0,0,2808191.278,0,1840783.835,1.50E-08,1132644.979,557280,208080
 10/10  24:00:00,17.725,28.12105161,27.94652501,28.41907599,28.41814944,0,0,0,0,0,0,0,0,687600,0
 10/11  01:00:00,17.6,28.29941173,28.12272867,28.00177466,28.72350644,0,0,0,0,0,0,0,0,349200,0
 10/11  02:00:00,17.425,28.07011536,27.88088032,27.57329176,28.47108055,0,0,0,0,0,0,0,0,349200,0
 10/11  03:00:00,16.25,27.74262107,27.50519392,27.12471762,28.12822293,0,0,0,0,0,0,0,0,349200,0
 10/11  04:00:00,16.025,27.37195287,27.06865537,26.65831199,27.74107071,0,0,0,0,0,0,0,0,349200,0
 10/11  05:00:00,16.34166667,26.99369301,26.62095225,26.2441045,27.35477352,0,0,0,0,0,0,0,0,349200,0
 10/11  06:00:00,16.00833333,26.58914213,26.14538889,25.80619675,26.9469796,0,0,0,0,0,0,0,0,349200,0
 10/11  07:00:00,16.15,26.29864619,25.81910687,25.67530929,25.85321995,0,0,0,0,0,0,0,0,453240,104040
 10/11  08:00:00,17.04166667,26.5203479,26.5369243,27.04205064,25.87520474,0,0,0,0,0,0,0,0,1064520,186120
 10/11  09:00:00,18.31666667,28.1567617,28.02799657,28.38519981,26.93930829,0,0,0,0,0,0,0,0,921240,104040
 10/11  10:00:00,19.83333333,30.65376087,29.67842802,30.93031001,29.02784605,0,0,0,0,0,0,0,0,349200,0
 10/11  11:00:00,20.90833333,33.392994,30.97600295,34.68008963,31.88122949,0,0,0,0,0,0,0,0,349200,0
 10/11  12:00:00,21.95833333,35.86631922,31.84793117,38.28285327,34.92123249,0,0,0,0,0,0,0,0,349200,0
 10/11  13:00:00,22.73333333,38.24621187,32.71789595,41.74588163,37.96590496,0,0,0,0,0,0,0,0,453240,104040
 10/11  14:00:00,23.13333333,39.8965077,33.70339169,44.98527189,39.93226379,0,0,0,1506592.115,0,563804.5262,0,0,453240,104040
 10/11  15:00:00,23.18333333,40,34.62659316,47.81936405,40,0,0,0,3441625.043,0,1485128.419,0,0,349200,0
 10/11  16:00:00,23.15833333,40,35.32439854,49.26782212,40,0,0,0,3663917.446,0,1424414.778,0,0,349200,0
 10/11  17:00:00,22.55833333,40,35.73528753,48.97952241,40,0,0,0,3423165.232,0,1073624.404,0,0,453240,104040
 10/11  18:00:00,21.80833333,40,35.77431836,46.97394209,40,0,0,0,2284430.003,0,577556.3083,0,0,1086480,208080
 10/11  19:00:00,21.30833333,39.98113419,35.63458593,26.12521354,40,0,23250523.06,0,898743.4847,0,117262.2553,0,0,1118520,240120
 10/11  20:00:00,20.80833333,39.23528094,35.37770363,26.00000001,39.26474465,0,8348311.885,0,0,0,0,0,0,6580440,104040
 10/11  21:00:00,20.075,26.07128476,26.03117334,26,37.16971107,0,6191034.197,0,0,0,7195467.519,1.07E-07,3802195.527,1190520,312120
 10/11  22:00:00,19.64166667,26,26,26,26.0277609,0,4706177.24,0,6617689.625,0,3891414.872,4.86E-08,2238219.605,1294560,416160
 10/11  23:00:00,19.48333333,26,26,28.96459386,26,0,0,0,3745891.153,0,2382694.155,2.69E-08,1572062.317,557280,208080
 10/11  24:00:00,19.34166667,28.82242534,28.79346088,29.58933564,29.18291056,0,0,0,0,0,0,0,0,687600,0
 10/12  01:00:00,19.3,29.22278077,29.25720609,29.23187075,29.72162082,0,0,0,0,0,0,0,0,349200,0
 10/12  02:00:00,19.125,29.1147683,29.16249372,28.84284822,29.57489184,0,0,0,0,0,0,0,0,349200,0
 10/12  03:00:00,19.05833333,28.89815622,28.90808929,28.46894909,29.32861361,0,0,0,0,0,0,0,0,349200,0
 10/12  04:00:00,19.04166667,28.63916636,28.5821106,28.10801964,29.03796415,0,0,0,0,0,0,0,0,349200,0
 10/12  05:00:00,19.05833333,28.36367502,28.22579776,27.76400954,28.73447543,0,0,0,0,0,0,0,0,349200,0
 10/12  06:00:00,19.1,28.08735487,27.86965388,27.44410237,28.44290248,0,0,0,0,0,0,0,0,349200,0
 10/12  07:00:00,19.21666667,27.82259422,27.53524269,27.40877409,27.52565373,0,0,0,0,0,0,0,0,453240,104040
 10/12  08:00:00,19.475,27.25931666,27.39516841,28.2244768,27.24586024,0,0,0,0,0,0,0,0,1064520,186120
 10/12  09:00:00,20.06666667,27.31666662,27.5889413,28.41838067,27.41703596,0,0,0,0,0,0,0,0,921240,104040
 10/12  10:00:00,20.69166667,27.75642218,28.0164332,28.69844524,27.92725978,0,0,0,0,0,0,0,0,349200,0
 10/12  11:00:00,21.075,28.34747688,28.48478463,29.32724459,28.59782215,0,0,0,0,0,0,0,0,349200,0
 10/12  12:00:00,20.96666667,28.78086851,28.73205782,29.69601793,29.1021857,0,0,0,0,0,0,0,0,349200,0
 10/12  13:00:00,20.45,29.11526625,28.91185332,30.1253984,29.4911734,0,0,0,0,0,0,0,0,453240,104040
 10/12  14:00:00,20.31666667,29.44980046,29.1396427,30.69671976,29.90295855,0,0,0,0,0,0,0,0,453240,104040
 10/12  15:00:00,19.875,29.52911016,29.08562719,30.45123333,30.0220276,0,0,0,0,0,0,0,0,349200,0
 10/12  16:00:00,18.625,29.43969873,28.91424509,29.89563071,29.93328987,0,0,0,0,0,0,0,0,349200,0
 10/12  17:00:00,17.88333333,29.23980874,28.68827713,29.82139633,29.71847252,0,0,0,0,0,0,0,0,453240,104040
 10/12  18:00:00,17.85833333,28.7360084,28.16999065,29.65586433,29.15162724,0,0,0,0,0,0,0,0,1086480,208080
 10/12  19:00:00,17.95833333,28.16229603,27.65758953,25.80212777,28.48385222,0,3320897.555,0,0,0,0,0,0,1118520,240120
 10/12  20:00:00,17.88333333,27.67838867,27.30645091,26,27.86984878,0,2053804.245,0,0,0,0,0,0,6580440,104040
 10/12  21:00:00,18.15,25.98573157,25.98741362,26,27.30574129,0,1605960.235,0,0,0,1731223.235,8.04E-09,361657.0647,1190520,312120
 10/12  22:00:00,18.16666667,26,26,26,25.98297169,0,1239996.818,0,1174123.377,0,763047.6883,4.79E-09,188742.6186,1294560,416160
 10/12  23:00:00,18,26,26,25.99614139,26,0,0,0,871940.1235,0,455277.0027,2.01E-09,101802.593,557280,208080
 10/12  24:00:00,18.40833333,26.17975018,25.74288977,25.7277978,26.57806221,0,0,0,0,0,0,0,0,687600,0
 10/13  01:00:00,18.7,26.00274219,25.46255136,25.43787183,26.4703877,0,0,0,0,0,0,0,0,349200,0
 10/13  02:00:00,18.58333333,25.80241593,25.19172153,25.16672402,26.28474729,0,0,0,0,0,0,0,0,349200,0
 10/13  03:00:00,18.675,25.61935146,24.94802391,24.93711074,26.10373143,0,0,0,0,0,0,0,0,349200,0
 10/13  04:00:00,18.68333333,25.43684571,24.70542935,24.72064249,25.91965088,0,0,0,0,0,0,0,0,349200,0
 10/13  05:00:00,18.36666667,25.23815924,24.44359844,24.46458965,25.71725109,0,0,0,0,0,0,0,0,349200,0
 10/13  06:00:00,18.2,25.03089339,24.17903299,24.20562785,25.50603153,0,0,0,0,0,0,0,0,349200,0
 10/13  07:00:00,18.31666667,24.83171233,23.9461858,24.24200852,24.4714384,0,0,0,0,0,0,0,0,453240,104040
 10/13  08:00:00,18.75,24.21081908,23.92000856,25.28707135,24.21480215,0,0,0,0,0,0,0,0,1064520,186120
 10/13  09:00:00,19.23333333,24.28517281,24.21878651,25.59172357,24.4543644,0,0,0,0,0,0,0,0,921240,104040
 10/13  10:00:00,19.86666667,24.86634877,24.83162697,26.07788729,25.1135018,0,0,0,0,0,0,0,0,349200,0
 10/13  11:00:00,20.9,25.77356745,25.62790694,27.12227328,26.11323981,0,0,0,0,0,0,0,0,349200,0
 10/13  12:00:00,21.75,26.83455181,26.48632982,28.32418967,27.29392807,0,0,0,0,0,0,0,0,349200,0
 10/13  13:00:00,22.11666667,27.93545396,27.33237716,29.71197566,28.52693765,0,0,0,0,0,0,0,0,453240,104040
 10/13  14:00:00,22.43333333,28.96406468,28.10345933,30.81615604,29.6920534,0,0,0,0,0,0,0,0,453240,104040
 10/13  15:00:00,22.36666667,29.77597053,28.69847106,31.34892193,30.62532661,0,0,0,0,0,0,0,0,349200,0
 10/13  16:00:00,22.14166667,30.22095371,29.01628788,31.3417315,31.10266254,0,0,0,0,0,0,0,0,349200,0
 10/13  17:00:00,21.86666667,30.2625704,29.02771454,31.22267776,31.0822595,0,0,0,0,0,0,0,0,453240,104040
 10/13  18:00:00,21.35,30.00426092,28.8127761,31.18721885,30.72353749,0,0,0,0,0,0,0,0,1086480,208080
 10/13  19:00:00,21.1,29.61740195,28.53702906,25.87341088,30.20134216,0,5671824.159,0,0,0,0,0,0,1118520,240120
 10/13  20:00:00,20.86666667,29.16598838,28.2621731,26,29.50177583,0,2827073.758,0,0,0,0,0,0,6580440,104040
 10/13  21:00:00,20.64166667,25.97794893,25.98003297,26,28.86500096,0,2302003.472,0,0,0,2426116.359,1.25E-08,718586.1594,1190520,312120
 10/13  22:00:00,20.48333333,26,26,26,25.94728311,0,1843231.863,0,2534171.893,0,1179551.718,9.31E-09,447540.6784,1294560,416160
 10/13  23:00:00,20.45833333,26,26,26.58195916,26,0,0,0,1323680.1,0,776524.8624,5.23E-09,314420.5059,557280,208080
 10/13  24:00:00,20.38333333,26.93439057,26.48519625,26.62836012,27.36274022,0,0,0,0,0,0,0,0,687600,0
 10/14  01:00:00,20.18333333,26.93699582,26.39445974,26.42542151,27.42913896,0,0,0,0,0,0,0,0,349200,0
 10/14  02:00:00,20.1,26.82140567,26.22585508,26.21352006,27.32160828,0,0,0,0,0,0,0,0,349200,0
 10/14  03:00:00,19.98333333,26.69048519,26.04610621,26.02909153,27.18774273,0,0,0,0,0,0,0,0,349200,0
 10/14  04:00:00,19.95833333,26.54137213,25.84566944,25.83294128,27.03134938,0,0,0,0,0,0,0,0,349200,0
 10/14  05:00:00,20.05833333,26.38034904,25.6337001,25.62515873,26.8621907,0,0,0,0,0,0,0,0,349200,0
 10/14  06:00:00,20.1,26.21129179,25.41788863,25.4181756,26.68511473,0,0,0,0,0,0,0,0,349200,0
 10/14  07:00:00,19.63333333,26.02566402,25.1995449,25.48357332,25.72546757,0,0,0,0,0,0,0,0,453240,104040
 10/14  08:00:00,19.59166667,25.37709431,25.10124658,26.39285639,25.42186869,0,0,0,0,0,0,0,0,1064520,186120
 10/14  09:00:00,20.03333333,25.28477131,25.24306401,26.50740043,25.51615517,0,0,0,0,0,0,0,0,921240,104040
 10/14  10:00:00,20.2,25.64266756,25.67589136,26.76043465,25.95619563,0,0,0,0,0,0,0,0,349200,0
 10/14  11:00:00,20.725,26.40304349,26.34415052,27.62196543,26.78806747,0,0,0,0,0,0,0,0,349200,0
 10/14  12:00:00,21.45,27.49680372,27.13347191,28.93663357,27.99856417,0,0,0,0,0,0,0,0,349200,0
 10/14  13:00:00,22.225,29.18394962,28.07972942,31.50648029,29.99240442,0,0,0,0,0,0,0,0,453240,104040
 10/14  14:00:00,22.83333333,31.35874889,29.02397129,35.09700745,32.79701418,0,0,0,0,0,0,0,0,453240,104040
 10/14  15:00:00,22.65,33.54511182,29.86140463,38.89938365,35.93644762,0,0,0,0,0,0,0,0,349200,0
 10/14  16:00:00,22.63333333,35.23334428,30.60321736,41.52108168,38.4948696,0,0,0,0,0,0,0,0,349200,0
 10/14  17:00:00,22.21666667,36.07232148,31.13728527,42.04131718,39.66515373,0,0,0,0,0,0,0,0,453240,104040
 10/14  18:00:00,21.50833333,36.03173443,31.31616385,40.9137291,39.27308814,0,0,0,0,0,0,0,0,1086480,208080
 10/14  19:00:00,20.95,35.52049355,31.30807542,26.02848611,38.04894085,0,15930778.62,0,0,0,0,0,0,1118520,240120
 10/14  20:00:00,20.23333333,34.71980983,31.19019318,26,36.16872678,0,5926190.197,0,0,0,0,0,0,6580440,104040
 10/14  21:00:00,19.60833333,26.01961596,25.99222213,26,34.25043575,0,4495814.356,0,0,0,5866680.208,3.30E-08,1911857.734,1190520,312120
 10/14  22:00:00,18.99166667,26,26,26,25.98725994,0,3414242.905,0,7050163.816,0,2537383.03,1.64E-08,1154206.329,1294560,416160
 10/14  23:00:00,18.11666667,26,26,27.99564637,26,0,0,0,2669984.296,0,1558122.283,1.20E-08,790864.4065,557280,208080
 10/14  24:00:00,17.64166667,27.77610054,27.34044782,28.09472915,28.26486868,0,0,0,0,0,0,0,0,687600,0
 10/15  01:00:00,17.54166667,27.86769983,27.39427515,27.67861322,28.48734158,0,0,0,0,0,0,0,0,349200,0
 10/15  02:00:00,17.38333333,27.61547569,27.13911856,27.22117473,28.19397731,0,0,0,0,0,0,0,0,349200,0
 10/15  03:00:00,17.24166667,27.32672666,26.81981254,26.80875314,27.8627111,0,0,0,0,0,0,0,0,349200,0
 10/15  04:00:00,17.14166667,27.00608267,26.46005789,26.40359134,27.50861124,0,0,0,0,0,0,0,0,349200,0
 10/15  05:00:00,16.86666667,26.66343971,26.0742959,25.9976116,27.14233774,0,0,0,0,0,0,0,0,349200,0
 10/15  06:00:00,16.64166667,26.31891773,25.68309741,25.60455754,26.77775066,0,0,0,0,0,0,0,0,349200,0
 10/15  07:00:00,17.125,26.08292468,25.43171914,25.53506778,25.71580974,0,0,0,0,0,0,0,0,453240,104040
 10/15  08:00:00,18.025,26.27361854,26.15227176,26.91324795,25.74381642,0,0,0,0,0,0,0,0,1064520,186120
 10/15  09:00:00,19.45,27.90295465,27.6597315,28.23640879,26.81154064,0,0,0,0,0,0,0,0,921240,104040
 10/15  10:00:00,21.13333333,30.34155072,29.31126549,30.77069642,28.87861161,0,0,0,0,0,0,0,0,349200,0
 10/15  11:00:00,21.8,32.56723837,30.52649205,33.5587595,31.26088291,0,0,0,0,0,0,0,0,349200,0
 10/15  12:00:00,21.8,34.12511521,31.35181037,35.35231126,33.25283576,0,0,0,0,0,0,0,0,349200,0
 10/15  13:00:00,21.8,35.6607644,32.07858266,37.61583833,35.36860968,0,0,0,0,0,0,0,0,453240,104040
 10/15  14:00:00,21.33333333,37.41234337,32.77117039,40.80796289,37.96214498,0,0,0,0,0,0,0,0,453240,104040
 10/15  15:00:00,21,39.01812004,33.37129529,43.90728419,39.92364983,0,0,0,963888.2567,0,0,0,0,349200,0
 10/15  16:00:00,20.70833333,39.9391156,33.88017151,45.8007484,40,0,0,0,2351013.542,0,95450.61771,0,0,349200,0
 10/15  17:00:00,20.09166667,39.99090214,34.13236162,45.68143893,40,0,0,0,1963511.514,0,107987.6914,0,0,453240,104040
 10/15  18:00:00,19.56666667,39.49670225,34.06161444,43.94066145,40,0,0,0,885862.9504,0,0,0,0,1086480,208080
 10/15  19:00:00,19.225,38.55120132,33.83463382,26.08338992,39.71142929,0,19035451.45,0,85704.02422,0,0,0,0,1118520,240120
 10/15  20:00:00,18.63333333,37.39389085,33.52200243,26.00000003,37.80090984,0,7105771.959,0,0,0,0,0,0,6580440,104040
 10/15  21:00:00,18.125,26.04909484,26.01021738,26,35.67860835,0,5303326.06,0,0,0,7297323.208,3.60E-08,2895323.643,1190520,312120
 10/15  22:00:00,17.65,26,26,26,26.00558336,0,3995924.1,0,5629078.007,0,3236686.165,2.95E-08,1694204.722,1294560,416160
 10/15  23:00:00,17.28333333,26,26,28.59495857,26,0,0,0,3124966.672,0,1952857.988,2.29E-08,1158147.119,557280,208080
 10/15  24:00:00,17.25833333,28.24821524,28.01810979,28.75323715,28.62104748,0,0,0,0,0,0,0,0,687600,0
 10/16  01:00:00,17.475,28.44514781,28.22545571,28.31552557,28.95275449,0,0,0,0,0,0,0,0,349200,0
 10/16  02:00:00,18.18333333,28.25016049,28.03745373,27.9035079,28.72626815,0,0,0,0,0,0,0,0,349200,0
 10/16  03:00:00,18.13333333,27.99742174,27.75186031,27.52668307,28.44602465,0,0,0,0,0,0,0,0,349200,0
 10/16  04:00:00,17.21666667,27.69459655,27.38721851,27.10352786,28.11461033,0,0,0,0,0,0,0,0,349200,0
 10/16  05:00:00,16.33333333,27.34990725,26.97388552,26.65844033,27.75242185,0,0,0,0,0,0,0,0,349200,0
 10/16  06:00:00,15.70833333,26.97668007,26.53037138,26.20632864,27.3684733,0,0,0,0,0,0,0,0,349200,0
 10/16  07:00:00,15.5,26.65508489,26.16503996,26.04833623,26.28070636,0,0,0,0,0,0,0,0,453240,104040
 10/16  08:00:00,16.08333333,26.36691627,26.37960422,27.17501983,26.09345256,0,0,0,0,0,0,0,0,1064520,186120
 10/16  09:00:00,16.20833333,26.63342749,26.66752558,27.3580637,26.33791301,0,0,0,0,0,0,0,0,921240,104040
 10/16  10:00:00,17.10833333,27.22975023,27.09535804,27.78853675,26.95214573,0,0,0,0,0,0,0,0,349200,0
 10/16  11:00:00,18.30833333,28.34417482,27.82439364,29.41966188,28.20528536,0,0,0,0,0,0,0,0,349200,0
 10/16  12:00:00,18.54166667,29.68990083,28.52050067,31.32719354,29.80972797,0,0,0,0,0,0,0,0,349200,0
 10/16  13:00:00,18.73333333,31.38599824,29.2942742,33.90400584,31.89601871,0,0,0,0,0,0,0,0,453240,104040
 10/16  14:00:00,19.48333333,33.37916559,30.11768117,37.12765828,34.54612166,0,0,0,0,0,0,0,0,453240,104040
 10/16  15:00:00,20.075,35.27579743,30.8784674,40.37391186,37.36950932,0,0,0,0,0,0,0,0,349200,0
 10/16  16:00:00,19.90833333,36.66796805,31.48473167,42.68071752,39.587504,0,0,0,130668.5851,0,0,0,0,349200,0
 10/16  17:00:00,19.29166667,37.23957102,31.84917453,43.11123968,40,0,0,0,712970.672,0,0,0,0,453240,104040
 10/16  18:00:00,18.65,36.95872796,31.88855716,41.7812283,39.84371627,0,0,0,109497.6231,0,0,0,0,1086480,208080
 10/16  19:00:00,17.7,36.23596914,31.73312845,26.04615528,38.60586038,0,16557708.47,0,0,0,0,0,0,1118520,240120
 10/16  20:00:00,17.08333333,35.22870625,31.47118524,26.00000001,36.48856838,0,6137438.826,0,0,0,0,0,0,6580440,104040
 10/16  21:00:00,16.70833333,26.02645089,25.99385997,26,34.41541528,0,4535417.36,0,0,0,6233557.781,3.88E-08,1990539.956,1190520,312120
 10/16  22:00:00,16.15,26,26,26,25.98524497,0,3344724.916,0,6752716.044,0,2563649.189,2.80E-08,1140830.547,1294560,416160
 10/16  23:00:00,15.78333333,26,26,27.95620343,26,0,0,0,2582628.351,0,1508935.965,1.20E-08,745345.2116,557280,208080
 10/16  24:00:00,15.05833333,27.59885294,27.15556065,27.87384627,28.04455771,0,0,0,0,0,0,0,0,687600,0
 10/17  01:00:00,14.19166667,27.54415255,27.06278936,27.30734209,28.12177947,0,0,0,0,0,0,0,0,349200,0
 10/17  02:00:00,13.49166667,27.15227539,26.6717735,26.71847798,27.69840917,0,0,0,0,0,0,0,0,349200,0
 10/17  03:00:00,13.375,26.70341566,26.20334663,26.16226858,27.22235359,0,0,0,0,0,0,0,0,349200,0
 10/17  04:00:00,13.79166667,26.24511343,25.71187696,25.63709917,26.73998653,0,0,0,0,0,0,0,0,349200,0
 10/17  05:00:00,13.59166667,25.79958231,25.2150358,25.13462872,26.2715281,0,0,0,0,0,0,0,0,349200,0
 10/17  06:00:00,13.475,25.35257711,24.71269177,24.6284758,25.80602659,0,0,0,0,0,0,0,0,349200,0
