Date,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),THERMAL ZONE: CB1:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: CB2:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: LD:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: MB:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: LD IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: LD IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),THERMAL ZONE: MB IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: MB IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),THERMAL ZONE: CB1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: CB1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),THERMAL ZONE: CB2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: CB2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly)
 01/01  01:00:00,7.925,19.84311358,18.28489111,19.21205501,20.63717461,0,0,0,0,0,0,0,0,349200,0
 01/01  02:00:00,8.941666667,19.54403358,17.99731583,18.81756543,20.34737689,0,0,0,0,0,0,0,0,349200,0
 01/01  03:00:00,9.866666667,19.26623164,17.73005034,18.48688071,20.05618392,0,0,0,0,0,0,0,0,349200,0
 01/01  04:00:00,10.375,19.00835412,17.47538072,18.19404982,19.77796129,0,0,0,0,0,0,0,0,349200,0
 01/01  05:00:00,10.55833333,18.76850955,17.23259285,17.92398421,19.51761502,0,0,0,0,0,0,0,0,349200,0
 01/01  06:00:00,10.71666667,18.54708044,17.0045189,17.67594425,19.27840018,0,0,0,0,0,0,0,0,349200,0
 01/01  07:00:00,10.56666667,18.32394014,16.78497772,18.03165527,17.9307241,153926.9134,2.41E-09,0,0,0,0,0,0,453240,104040
 01/01  08:00:00,10.4,17.33876245,16.59878121,18.83715568,17.41390038,0,0,0,0,0,0,0,0,1064520,186120
 01/01  09:00:00,11.04166667,17.20203032,16.74295091,18.88179569,17.43342332,0,0,0,0,0,0,0,0,921240,104040
 01/01  10:00:00,11.96666667,17.75978306,17.27141675,19.39800741,17.9984885,0,0,0,0,0,0,0,0,349200,0
 01/01  11:00:00,13.64166667,18.77523201,18.01207863,20.74654557,19.06152071,0,0,0,0,0,0,0,0,349200,0
 01/01  12:00:00,14.83333333,20.00041531,18.82400281,22.32502683,20.43250639,0,0,0,0,0,0,0,0,349200,0
 01/01  13:00:00,16.575,21.22229666,19.62310028,23.93174031,21.83822706,0,0,0,0,0,0,0,0,453240,104040
 01/01  14:00:00,17.64166667,22.27105528,20.44496611,25.00730988,23.03441337,0,0,0,0,0,0,0,0,453240,104040
 01/01  15:00:00,17.6,22.82890452,20.89413164,25.05415258,23.66225083,0,0,0,0,0,0,0,0,349200,0
 01/01  16:00:00,16.2,22.9376538,21.03096758,24.31558521,23.75969705,0,0,0,0,0,0,0,0,349200,0
 01/01  17:00:00,12.925,22.69475369,20.9192707,23.84987581,23.43248799,0,0,0,0,0,0,0,0,453240,104040
 01/01  18:00:00,10.89166667,22.12644092,20.48526251,23.40067144,22.74161913,0,0,0,0,0,0,0,0,1086480,208080
 01/01  19:00:00,10.54166667,21.49702087,20.07321466,22.69943821,21.9971366,0,0,0,0,0,0,0,0,1118520,240120
 01/01  20:00:00,9.975,20.99938103,19.80579671,22.95594215,21.47161306,0,0,0,0,0,0,0,0,6580440,104040
 01/01  21:00:00,9.25,21.34988796,19.75679913,22.74042866,20.9074085,0,0,0,0,0,0,0,0,1190520,312120
 01/01  22:00:00,9,21.04665447,19.46789129,22.26465777,20.63619909,0,0,0,0,0,0,0,0,1294560,416160
 01/01  23:00:00,8.358333333,20.78554003,19.3020447,20.88336042,21.05177078,0,0,0,0,0,0,0,0,557280,208080
 01/01  24:00:00,7.608333333,20.20235526,18.63620263,19.78194863,20.92874721,0,0,0,0,0,0,0,0,687600,0
 01/02  01:00:00,6.583333333,19.79998863,18.23161412,19.14258777,20.58908535,0,0,0,0,0,0,0,0,349200,0
 01/02  02:00:00,5.533333333,19.38630294,17.81911072,18.5635353,20.17672575,0,0,0,0,0,0,0,0,349200,0
 01/02  03:00:00,5.083333333,18.96979547,17.40532732,18.04632955,19.74186855,0,0,0,0,0,0,0,0,349200,0
 01/02  04:00:00,5,18.55612336,16.99395096,17.57014368,19.30391467,0,0,0,0,0,0,0,0,349200,0
 01/02  05:00:00,5.058333333,18.15852729,16.59675161,17.13354025,18.88250761,0,0,0,0,0,0,0,0,349200,0
 01/02  06:00:00,4.925,17.77632955,16.2107119,16.72415023,18.48052459,0,0,0,0,0,0,0,0,349200,0
 01/02  07:00:00,4.625,17.39197966,15.83102687,18.06831927,16.97693865,761110.0272,0.333999421,0,0,0,0,0,0,453240,104040
 01/02  08:00:00,4.5,16.18772853,15.46517529,18.0158799,16.26597621,0,0,0,0,0,0,0,0,1064520,186120
 01/02  09:00:00,4.441666667,15.68136499,15.29251449,18.00000497,16.00079366,382758.6247,3.424010174,0,0,0,0,0,0,921240,104040
 01/02  10:00:00,4.691666667,15.71516752,15.4270239,17.60946064,16.12294326,0,0,0,0,0,0,0,0,349200,0
 01/02  11:00:00,5.075,16.28558503,15.82650662,18.23911054,16.74446523,0,0,0,0,0,0,0,0,349200,0
 01/02  12:00:00,5.375,17.18828089,16.3109963,19.52479302,17.75555342,0,0,0,0,0,0,0,0,349200,0
 01/02  13:00:00,5.966666667,18.35375166,16.77221348,21.44834979,19.15086561,0,0,0,0,0,0,0,0,453240,104040
 01/02  14:00:00,6.358333333,19.60889347,17.25203457,23.37542186,20.69121437,0,0,0,0,0,0,0,0,453240,104040
 01/02  15:00:00,6.808333333,20.73095222,17.70356845,24.86957085,22.1602751,0,0,0,0,0,0,0,0,349200,0
 01/02  16:00:00,6.633333333,21.58836023,17.99760294,25.92064455,23.43285215,0,0,0,0,0,0,0,0,349200,0
 01/02  17:00:00,6.475,21.81277172,18.07235444,25.77705005,23.73038827,0,0,0,0,0,0,0,0,453240,104040
 01/02  18:00:00,6.541666667,21.45501782,17.94344263,24.83557055,23.13740503,0,0,0,0,0,0,0,0,1086480,208080
 01/02  19:00:00,6.383333333,20.83568797,17.72965629,23.55316848,22.22215731,0,0,0,0,0,0,0,0,1118520,240120
 01/02  20:00:00,6.533333333,20.20789154,17.5255451,23.27232793,21.40959862,0,0,0,0,0,0,0,0,6580440,104040
 01/02  21:00:00,6.991666667,20.52759394,18.02048186,22.87632881,20.74354459,0,0,0,0,0,0,86113.5606,1.75E-09,1190520,312120
 01/02  22:00:00,7.2,20.28013916,18,22.28315053,20.39645759,0,0,0,0,0,0,77727.97588,3.82E-09,1294560,416160
 01/02  23:00:00,7.083333333,20.00037914,18,20.6831581,20.65215933,0,0,0,0,0,0,91532.41366,4.26E-09,557280,208080
 01/02  24:00:00,6.941666667,19.42158471,17.19704737,19.44362368,20.4741214,0,0,0,0,0,0,0,0,687600,0
 01/03  01:00:00,6.666666667,19.04632036,16.88734458,18.7875669,20.1157165,0,0,0,0,0,0,0,0,349200,0
 01/03  02:00:00,6.558333333,18.69058389,16.61022054,18.22261125,19.72265517,0,0,0,0,0,0,0,0,349200,0
 01/03  03:00:00,6.425,18.34917647,16.33562535,17.73595368,19.33013463,0,0,0,0,0,0,0,0,349200,0
 01/03  04:00:00,6.358333333,18.01687461,16.06296641,17.29147259,18.9462186,0,0,0,0,0,0,0,0,349200,0
 01/03  05:00:00,6.4,17.70038381,15.79637192,16.89551562,18.5842301,0,0,0,0,0,0,0,0,349200,0
 01/03  06:00:00,6.516666667,17.40737683,15.53971062,16.54519553,18.25446368,0,0,0,0,0,0,0,0,349200,0
 01/03  07:00:00,6.483333333,17.12418805,15.2993632,18.07947449,16.91384652,908583.1028,2.30E-08,0,0,0,0,0,0,453240,104040
 01/03  08:00:00,6.4,16.02057525,15.05969463,18.02530645,16.22786702,0,0,0,0,0,0,0,0,1064520,186120
 01/03  09:00:00,6.166666667,15.59351426,14.98497572,18.00000718,16.03428666,342843.0056,3.050386164,0,0,0,0,0,0,921240,104040
 01/03  10:00:00,5.766666667,15.65436798,15.1647737,17.64187033,16.16877069,0,0,0,0,0,0,0,0,349200,0
 01/03  11:00:00,5.541666667,16.00450862,15.48489522,17.95668591,16.56466452,0,0,0,0,0,0,0,0,349200,0
 01/03  12:00:00,5.733333333,16.50701117,15.86539662,18.59802275,17.12505254,0,0,0,0,0,0,0,0,349200,0
 01/03  13:00:00,5.55,17.05588418,16.23056092,19.44909334,17.75060443,0,0,0,0,0,0,0,0,453240,104040
 01/03  14:00:00,5.3,17.55278417,16.52849576,20.06160434,18.33118496,0,0,0,0,0,0,0,0,453240,104040
 01/03  15:00:00,5.475,17.9021988,16.71427102,20.24085246,18.75935504,0,0,0,0,0,0,0,0,349200,0
 01/03  16:00:00,5.716666667,18.03855832,16.74353918,19.7679571,18.94013354,0,0,0,0,0,0,0,0,349200,0
 01/03  17:00:00,5.858333333,17.87103223,16.56315635,19.36560601,18.71662857,0,0,0,0,0,0,0,0,453240,104040
 01/03  18:00:00,6.075,17.47728843,16.24636002,19.14389441,18.2234653,0,0,0,0,0,0,0,0,1086480,208080
 01/03  19:00:00,6.375,16.99764803,15.91918231,18.63898507,17.63103854,0,0,0,0,0,0,0,0,1118520,240120
 01/03  20:00:00,6.616666667,16.56125622,15.64893942,18.9907082,17.15011791,0,0,0,0,0,0,0,0,6580440,104040
 01/03  21:00:00,6.875,18.07130209,18.04307584,19.05980619,16.83060981,0,0,0,0,310563.2531,1.809012678,700075.6606,1.72E-08,1190520,312120
 01/03  22:00:00,7.058333333,18,18,18.90004097,18.03027487,0,0,562069.9207,2.34E-08,215910.1204,6.961513064,521700.2302,1.11E-08,1294560,416160
 01/03  23:00:00,7.158333333,18,18,17.5911872,18,0,0,44258.41835,3.34446545,189045.81,3.31E-05,461697.5789,1.55E-08,557280,208080
 01/03  24:00:00,7.2,17.32075134,16.29203183,16.68823806,17.90189534,0,0,0,0,0,0,0,0,687600,0
 01/04  01:00:00,7.141666667,16.99964313,15.61828566,16.27406021,17.7421613,0,0,0,0,0,0,0,0,349200,0
 01/04  02:00:00,7.041666667,16.76708002,15.28160396,15.95321862,17.55247894,0,0,0,0,0,0,0,0,349200,0
 01/04  03:00:00,7,16.55223018,15.00107553,15.68287685,17.34968314,0,0,0,0,0,0,0,0,349200,0
 01/04  04:00:00,6.941666667,16.34031271,14.74092864,15.42573885,17.13629251,0,0,0,0,0,0,0,0,349200,0
 01/04  05:00:00,6.725,16.12568315,14.48791797,15.16637294,16.91481984,0,0,0,0,0,0,0,0,349200,0
 01/04  06:00:00,6.191666667,15.90248072,14.23155428,14.90309965,16.68491268,0,0,0,0,0,0,0,0,349200,0
 01/04  07:00:00,5.608333333,15.66053107,13.97683176,18.13465357,15.43838588,2075400.606,7.17E-08,0,0,0,0,0,0,453240,104040
 01/04  08:00:00,5.225,14.54738267,13.70984912,18,14.83532158,709599.0752,2.55E-08,0,0,0,0,0,0,1064520,186120
 01/04  09:00:00,5.566666667,14.16313063,13.63669556,18,14.7816277,915457.0717,7.988595887,0,0,0,0,0,0,921240,104040
 01/04  10:00:00,6.425,14.32283579,13.87391515,17.1125762,15.06875661,0,0,0,0,0,0,0,0,349200,0
 01/04  11:00:00,6.916666667,14.81499426,14.31129614,17.29456392,15.60093285,0,0,0,0,0,0,0,0,349200,0
 01/04  12:00:00,7.525,15.50584833,14.86318707,18.02771724,16.32477787,0,0,0,0,0,0,0,0,349200,0
 01/04  13:00:00,8.308333333,16.28845455,15.45398831,19.01805592,17.16344054,0,0,0,0,0,0,0,0,453240,104040
 01/04  14:00:00,8.658333333,17.03744703,16.00272991,19.81419214,17.98937852,0,0,0,0,0,0,0,0,453240,104040
 01/04  15:00:00,8.816666667,17.61469263,16.40689548,20.1528473,18.63633918,0,0,0,0,0,0,0,0,349200,0
 01/04  16:00:00,8.841666667,17.90795704,16.59601351,19.74331951,18.94404462,0,0,0,0,0,0,0,0,349200,0
 01/04  17:00:00,8.625,17.85011245,16.53554627,19.39084229,18.80049676,0,0,0,0,0,0,0,0,453240,104040
 01/04  18:00:00,8.091666667,17.54268328,16.3023211,19.23459006,18.37740351,0,0,0,0,0,0,0,0,1086480,208080
 01/04  19:00:00,7.391666667,17.11724257,16.01214317,18.77257554,17.83005041,0,0,0,0,0,0,0,0,1118520,240120
 01/04  20:00:00,7.041666667,16.69847239,15.74566148,19.12284362,17.35625678,0,0,0,0,0,0,0,0,6580440,104040
 01/04  21:00:00,6.883333333,18.07442797,18.04285557,19.18211782,17.01226962,0,0,0,0,258097.2628,5.08E-09,670657.581,1.56E-08,1190520,312120
 01/04  22:00:00,6.625,18,18,18.9820019,18.02619796,0,0,484443.6439,1.29E-08,196487.4548,6.300172334,521201.6854,1.79E-08,1294560,416160
 01/04  23:00:00,6.266666667,18,18,17.60626616,18,0,0,41846.5212,4.072391376,201316.5697,3.927763256,485665.5221,1.39E-08,557280,208080
 01/04  24:00:00,5.866666667,17.22029056,16.15679434,16.61483234,17.82621009,0,0,0,0,0,0,0,0,687600,0
 01/05  01:00:00,5.525,16.78665439,15.36881051,16.09075033,17.5534133,0,0,0,0,0,0,0,0,349200,0
 01/05  02:00:00,5.341666667,16.44081746,14.91913819,15.66124912,17.2456042,0,0,0,0,0,0,0,0,349200,0
 01/05  03:00:00,5.241666667,16.11511572,14.5288162,15.28454917,16.92732648,0,0,0,0,0,0,0,0,349200,0
 01/05  04:00:00,5.433333333,15.81309498,14.18450164,14.9497663,16.62008684,0,0,0,0,0,0,0,0,349200,0
 01/05  05:00:00,5.775,15.54199192,13.88427714,14.66461013,16.33995517,0,0,0,0,0,0,0,0,349200,0
 01/05  06:00:00,6.075,15.29439262,13.61267996,14.40291729,16.08307232,0,0,0,0,0,0,0,0,349200,0
 01/05  07:00:00,6.141666667,15.05943796,13.37039937,18.14417793,14.78783103,2456183.997,4.55E-08,0,0,0,0,0,0,453240,104040
 01/05  08:00:00,6.216666667,13.99160347,13.14623022,18,14.31337633,938972.1066,4.22E-08,0,0,0,0,0,0,1064520,186120
 01/05  09:00:00,6.533333333,13.53397672,13.00296966,18,14.23433999,1230847.904,11.4637497,0,0,0,0,0,0,921240,104040
 01/05  10:00:00,6.758333333,13.43727953,13.041132,16.58885481,14.30786996,0,0,0,0,0,0,0,0,349200,0
 01/05  11:00:00,6.566666667,13.60647343,13.2579367,16.15834467,14.52205038,0,0,0,0,0,0,0,0,349200,0
 01/05  12:00:00,6.516666667,13.84971856,13.48245623,16.27302797,14.75021984,0,0,0,0,0,0,0,0,349200,0
 01/05  13:00:00,6.833333333,14.12803273,13.72020525,18.17137247,15.03254258,736663.8061,2.31E-08,0,0,0,0,0,0,453240,104040
 01/05  14:00:00,7.35,14.46661395,13.99795534,18,15.46419369,332405.7751,1.59E-08,0,0,0,0,0,0,453240,104040
 01/05  15:00:00,8.066666667,14.71374833,14.16006957,17.41933632,15.74217294,0,0,0,0,0,0,0,0,349200,0
 01/05  16:00:00,8.4,14.91905616,14.28500538,16.80045248,15.93405146,0,0,0,0,0,0,0,0,349200,0
 01/05  17:00:00,9.275,15.01288921,14.32526996,18.18843591,15.98984205,617464.275,9.70E-09,0,0,0,0,0,0,453240,104040
 01/05  18:00:00,9.2,14.9120547,14.20284937,18,15.85149736,472083.4679,1.77E-08,0,0,0,0,0,0,1086480,208080
 01/05  19:00:00,8.058333333,14.7018878,14.02542859,18,15.58179164,649533.4047,1.39E-08,0,0,0,0,0,0,1118520,240120
 01/05  20:00:00,8.416666667,14.51152005,13.91023381,18,15.38408966,174733.0738,1.005141974,0,0,0,0,0,0,6580440,104040
 01/05  21:00:00,8.066666667,18.08335783,18.0587503,18,15.26526649,209145.4716,0.500984369,0,0,1141697.423,8.989529515,1328466.552,1.55E-08,1190520,312120
 01/05  22:00:00,8.1,18,18,18,18.05512212,264312.4466,9.01E-09,1399511.613,1.43E-08,725296.1168,23.46650472,914593.2594,2.23E-08,1294560,416160
 01/05  23:00:00,7.958333333,18,18,16.62552394,18,0,0,505390.1444,43.88681056,505377.9286,38.1586847,723699.0631,2.45E-08,557280,208080
 01/05  24:00:00,7.091666667,16.83897516,15.77266146,15.75405386,17.38284665,0,0,0,0,0,0,0,0,687600,0
 01/06  01:00:00,6.391666667,16.41143427,14.91071429,15.38822884,17.11807371,0,0,0,0,0,0,0,0,349200,0
 01/06  02:00:00,5.925,16.12615035,14.51383605,15.07639174,16.88942499,0,0,0,0,0,0,0,0,349200,0
 01/06  03:00:00,5.625,15.86197198,14.18725117,14.79362571,16.64627027,0,0,0,0,0,0,0,0,349200,0
 01/06  04:00:00,5.5,15.61245501,13.89449034,14.53331422,16.40163338,0,0,0,0,0,0,0,0,349200,0
 01/06  05:00:00,5.325,15.37436695,13.62595475,14.29095465,16.16121141,0,0,0,0,0,0,0,0,349200,0
 01/06  06:00:00,5.083333333,15.14293029,13.37217797,14.05322819,15.92485477,0,0,0,0,0,0,0,0,349200,0
 01/06  07:00:00,4.883333333,14.91042796,13.13786878,18.15392356,14.67743143,2732333.258,1.11E-07,0,0,0,0,0,0,453240,104040
 01/06  08:00:00,4.625,13.79711532,12.89221261,18,14.14589603,1121705.709,4.15E-08,0,0,0,0,0,0,1064520,186120
 01/06  09:00:00,4.325,13.33772042,12.75400418,18,14.08773332,1350579.999,12.20877507,0,0,0,0,0,0,921240,104040
 01/06  10:00:00,4.2,13.24286753,12.78437215,16.40625553,14.17111097,0,0,0,0,0,0,0,0,349200,0
 01/06  11:00:00,4.2,13.35180871,12.92882745,15.84785004,14.29861432,0,0,0,0,0,0,0,0,349200,0
 01/06  12:00:00,3.616666667,13.55446817,13.11211058,15.95030501,14.47222068,0,0,0,0,0,0,0,0,349200,0
 01/06  13:00:00,3.375,13.77135711,13.27685154,18.18061391,14.68689785,961215.5905,2.85E-08,0,0,0,0,0,0,453240,104040
 01/06  14:00:00,3.733333333,14.00161214,13.42936642,18,15.01406028,604338.7786,2.10E-08,0,0,0,0,0,0,453240,104040
 01/06  15:00:00,4.016666667,14.15524783,13.50019659,17.01253704,15.21616705,0,0,0,0,0,0,0,0,349200,0
 01/06  16:00:00,4.158333333,14.19487287,13.47640627,16.09120602,15.21020023,0,0,0,0,0,0,0,0,349200,0
 01/06  17:00:00,4.316666667,14.05881805,13.32060772,18.22976081,14.98920789,1196233.756,4.90E-09,0,0,0,0,0,0,453240,104040
 01/06  18:00:00,4.458333333,13.78065009,13.05573677,18,14.72241144,1107911.464,3.82E-08,0,0,0,0,0,0,1086480,208080
 01/06  19:00:00,4.616666667,13.47757214,12.79763931,18,14.44933463,1231255.308,4.37E-08,0,0,0,0,0,0,1118520,240120
 01/06  20:00:00,4.583333333,13.20944265,12.59180297,18,14.23603318,743258.8424,11.47752985,0,0,0,0,0,0,6580440,104040
 01/06  21:00:00,4.558333333,18.08686823,18.06130964,18,14.15706182,699640.9094,2.547723688,0,0,1796470.453,13.92455458,1886561.642,4.35E-08,1190520,312120
 01/06  22:00:00,4.658333333,18,18,18,18.0587665,688457.1993,1.81E-08,2164291.228,4.10E-08,1128681.919,3.02E-08,1257712.764,4.67E-08,1294560,416160
 01/06  23:00:00,4.583333333,18,18,16.03661219,18,0,0,959580.8357,23.06359682,819648.2475,12.05326458,1017982.82,3.69E-08,557280,208080
 01/06  24:00:00,4.675,16.31395031,15.1851941,15.03860347,16.834875,0,0,0,0,0,0,0,0,687600,0
 01/07  01:00:00,4.8,15.68801228,14.0817751,14.60903174,16.37926733,0,0,0,0,0,0,0,0,349200,0
 01/07  02:00:00,4.683333333,15.3308494,13.60547795,14.29340734,16.09381421,0,0,0,0,0,0,0,0,349200,0
 01/07  03:00:00,4.25,15.0235194,13.23109699,13.99202612,15.81631705,0,0,0,0,0,0,0,0,349200,0
 01/07  04:00:00,3.883333333,14.73896103,12.90867403,13.6967443,15.54173367,0,0,0,0,0,0,0,0,349200,0
 01/07  05:00:00,3.683333333,14.47023761,12.61540714,13.41763834,15.27450615,0,0,0,0,0,0,0,0,349200,0
 01/07  06:00:00,3.425,14.20988152,12.33679182,13.14642913,15.01256392,0,0,0,0,0,0,0,0,349200,0
 01/07  07:00:00,3.475,13.95087034,12.08263221,18.16641927,13.67891071,3505282.62,6.88E-08,0,0,0,0,0,0,453240,104040
 01/07  08:00:00,3.716666667,12.842174,11.85264061,18,13.2696525,1590991.079,5.26E-08,0,0,0,0,0,0,1064520,186120
 01/07  09:00:00,4.091666667,12.50750646,11.82666588,18,13.39119063,1621107.986,14.10975855,0,0,0,0,0,0,921240,104040
 01/07  10:00:00,4.533333333,12.72034097,12.10229732,16.4710457,13.77909593,0,0,0,0,0,0,0,0,349200,0
 01/07  11:00:00,5.575,13.25805723,12.58292768,16.26096083,14.33627941,0,0,0,0,0,0,0,0,349200,0
 01/07  12:00:00,6.025,13.86422785,13.02451221,16.73343651,14.92273661,0,0,0,0,0,0,0,0,349200,0
 01/07  13:00:00,6.658333333,14.37531168,13.40334295,18.15520749,15.42620066,365113.9773,1.36E-09,0,0,0,0,0,0,453240,104040
 01/07  14:00:00,6.5,14.81986118,13.77042326,18,15.91565886,59073.63244,2.56E-09,0,0,0,0,0,0,453240,104040
 01/07  15:00:00,4.95,14.93909931,13.81540733,17.55811403,16.00036075,0,0,0,0,0,0,0,0,349200,0
 01/07  16:00:00,3.791666667,14.82316998,13.70024408,16.48635995,15.79497166,0,0,0,0,0,0,0,0,349200,0
 01/07  17:00:00,3.558333333,14.56784638,13.51222649,18.18485608,15.44800418,1053311.47,7.59E-09,0,0,0,0,0,0,453240,104040
 01/07  18:00:00,4.241666667,14.20562836,13.23172216,18,15.07583164,949317.7734,3.64E-08,0,0,0,0,0,0,1086480,208080
 01/07  19:00:00,5.516666667,13.88301707,13.01184476,18,14.77916709,1060508.546,1.01E-08,0,0,0,0,0,0,1118520,240120
 01/07  20:00:00,5.808333333,13.61664684,12.84717756,18,14.56253176,569304.9468,8.786613419,0,0,0,0,0,0,6580440,104040
 01/07  21:00:00,5.425,18.08156258,18.05803358,18,14.4376452,591335.6953,1.924066311,0,0,1620281.335,12.14879093,1795208.528,3.94E-08,1190520,312120
 01/07  22:00:00,5.3,18,18,18,18.05857964,609508.0616,7.56E-09,1993893.84,3.28E-08,1025332.119,3.83E-08,1201116.104,2.01E-08,1294560,416160
 01/07  23:00:00,4.95,18,18,16.23612847,18,0,0,846441.8059,72.98757515,734896.8597,54.1784087,958647.5947,2.67E-08,557280,208080
 01/07  24:00:00,4.7,16.45263975,15.31348435,15.17974327,16.96993174,0,0,0,0,0,0,0,0,687600,0
 01/08  01:00:00,4.116666667,15.85541967,14.23214173,14.76219115,16.54202414,0,0,0,0,0,0,0,0,349200,0
 01/08  02:00:00,3.116666667,15.46402435,13.71506153,14.37408651,16.21917385,0,0,0,0,0,0,0,0,349200,0
 01/08  03:00:00,3.05,15.0705754,13.25331748,13.95567542,15.85360008,0,0,0,0,0,0,0,0,349200,0
 01/08  04:00:00,2.308333333,14.703141,12.85088589,13.5549431,15.49314278,0,0,0,0,0,0,0,0,349200,0
 01/08  05:00:00,1.308333333,14.38781688,12.51620251,13.27048429,15.18150653,0,0,0,0,0,0,0,0,349200,0
 01/08  06:00:00,0.866666667,14.05394265,12.16673181,12.93544049,14.84710076,0,0,0,0,0,0,0,0,349200,0
 01/08  07:00:00,0.758333333,13.72854136,11.8478503,18.15948843,13.47567784,3663872.978,7.85E-08,0,0,0,0,0,0,453240,104040
 01/08  08:00:00,1.441666667,12.54092033,11.54682764,18,12.98753846,1767157.519,4.96E-08,0,0,0,0,0,0,1064520,186120
 01/08  09:00:00,2.133333333,12.09797317,11.41821283,18,13.03185559,1840891.282,16.14525287,0,0,0,0,0,0,921240,104040
 01/08  10:00:00,3.583333333,12.28883428,11.67796739,16.30994805,13.41987539,0,0,0,0,0,0,0,0,349200,0
 01/08  11:00:00,5.025,13.25168428,12.38216551,16.60885206,14.38432191,0,0,0,0,0,0,0,0,349200,0
 01/08  12:00:00,5.633333333,14.84803989,13.26742216,18.65492681,16.05081262,0,0,0,0,0,0,0,0,349200,0
 01/08  13:00:00,5.8,16.54106942,14.09034105,20.93996357,17.90413626,0,0,0,0,0,0,0,0,453240,104040
 01/08  14:00:00,6.091666667,18.06350306,14.89682334,22.65848419,19.58940881,0,0,0,0,0,0,0,0,453240,104040
 01/08  15:00:00,6.183333333,19.12550662,15.5845454,23.36067977,20.77383143,0,0,0,0,0,0,0,0,349200,0
 01/08  16:00:00,5.866666667,19.67570281,16.02398597,23.06196911,21.37981424,0,0,0,0,0,0,0,0,349200,0
 01/08  17:00:00,5.583333333,19.65069591,16.14734716,22.39186118,21.22442819,0,0,0,0,0,0,0,0,453240,104040
 01/08  18:00:00,4.975,19.20358543,16.00370203,21.72134528,20.56620922,0,0,0,0,0,0,0,0,1086480,208080
 01/08  19:00:00,4.6,18.59332641,15.77918823,20.79376692,19.73694153,0,0,0,0,0,0,0,0,1118520,240120
 01/08  20:00:00,4.775,18.0001204,15.56800843,20.80915902,19.01865264,0,0,0,0,0,0,0,0,6580440,104040
 01/08  21:00:00,4.9,18.4716438,18.04467773,20.59177357,18.42566411,0,0,0,0,8748.982192,7.18E-10,728038.6883,1.29E-08,1190520,312120
 01/08  22:00:00,5.016666667,18.30031805,18,20.14677496,18.16050266,0,0,0,0,0,0,548953.1521,1.92E-08,1294560,416160
 01/08  23:00:00,5.1,18.10718797,18,18.62050607,18.58082328,0,0,0,0,0,0,494957.5539,1.87E-08,557280,208080
 01/08  24:00:00,5.1,17.64755386,16.22080778,17.52301648,18.5128369,0,0,0,0,0,0,0,0,687600,0
 01/09  01:00:00,5.1,17.28974756,15.48192681,16.89432662,18.23026127,0,0,0,0,0,0,0,0,349200,0
 01/09  02:00:00,4.925,16.97670565,15.11019881,16.41201169,17.91855778,0,0,0,0,0,0,0,0,349200,0
 01/09  03:00:00,4.566666667,16.66445629,14.77843491,15.98931587,17.58841855,0,0,0,0,0,0,0,0,349200,0
 01/09  04:00:00,3.933333333,16.33086592,14.43650314,15.56292636,17.23133534,0,0,0,0,0,0,0,0,349200,0
 01/09  05:00:00,3.833333333,15.99469769,14.1030029,15.15725837,16.87000606,0,0,0,0,0,0,0,0,349200,0
 01/09  06:00:00,3.825,15.65599272,13.77349792,14.77017123,16.50590687,0,0,0,0,0,0,0,0,349200,0
 01/09  07:00:00,3.583333333,15.31100375,13.44884621,18.12994307,15.01720552,2106948.054,0.975586493,0,0,0,0,0,0,453240,104040
 01/09  08:00:00,3.733333333,14.24267333,13.23309788,18,14.52562461,804767.2053,1.31E-08,0,0,0,0,0,0,1064520,186120
 01/09  09:00:00,4.6,14.73230461,13.82391385,18.01421226,15.05228708,428654.2894,12.42197827,0,0,0,0,0,0,921240,104040
 01/09  10:00:00,6.791666667,16.69998011,15.18376617,19.42595105,16.71716618,0,0,0,0,0,0,0,0,349200,0
 01/09  11:00:00,8.466666667,19.52812359,16.60373594,23.11671133,19.4094828,0,0,0,0,0,0,0,0,349200,0
 01/09  12:00:00,8.683333333,22.30655316,17.6358324,27.02232239,22.47187678,0,0,0,0,0,0,0,0,349200,0
 01/09  13:00:00,8.541666667,24.64230113,18.62666049,29.94867553,25.18124288,0,0,0,0,0,0,0,0,453240,104040
